타임스탬프,사회적바람직성,직접적,관계적,자기성취,스트레스,효능감,친구,가정,학교,수면,집중력,TV,컴퓨터,스마트,학습전략,학습기술,목표,계획,실천,돌아보기,이해하기,사고하기,실천하기,암기하기,문제풀기
2025. 8. 1 오전 5:25:09,25.0,7.0,18.0,25.0,9.0,15.0,14.0,12.0,15.0,10.0,13.0,8.0,8.0,8.0,60.0,92.0,15.0,14.0,15.0,16.0,16.0,21.0,20.0,20.0,15.0
